name,price_cr,bhk,area,possession,legal_status,connectivity
Salarpuria Villas 1350,3.4,3,Electronic City,Dec 2026,Clear,ORR Access
Godrej City 1351,3.8,4,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
Shobha City 1352,3.7,3,Bellandur,Sep 2026,Clear,Metro 2km
Adarsh Woods 1353,1.9,2,Whitefield,Mar 2027,Clear,ORR Access
Brigade Enclave 1354,4.9,4,Electronic City,Jun 2027,Clear,ORR Access
Godrej Enclave 1355,4.2,3,Indiranagar,Sep 2026,Pending,Metro 3km
Brigade Villas 1356,3.7,5,Sarjapur Road,Jun 2027,Clear,ORR Access
Salarpuria City 1357,3.2,5,Sarjapur Road,Dec 2026,Clear,Metro 3km
Godrej Woods 1358,2.6,2,Yelahanka,Jun 2027,Clear,Metro 2km
Sobha Towers 1359,5.3,4,Marathahalli,Mar 2027,Clear,Bus Stop 500m
DNR Heights 1360,2.5,2,Koramangala,Sep 2026,Clear,Highway Access
Prestige Park 1361,4.0,4,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
Shobha Villas 1362,3.5,2,Bellandur,Dec 2026,Clear,Metro 3km
Prestige Towers 1363,2.5,5,Electronic City,Sep 2026,Disputed,Metro 3km
Brigade Lake 1364,4.0,2,Indiranagar,Mar 2027,Clear,ORR Access
Puravankara Heights 1365,1.7,2,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Shobha Enclave 1366,2.6,3,Kadubeesanahalli,Ready,Clear,Highway Access
Adarsh Park 1367,4.3,2,Bellandur,Mar 2027,Clear,Metro 2km
Brigade Towers 1368,6.5,5,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
DNR Towers 1369,3.3,5,Marathahalli,Ready,Clear,Bus Stop 500m
Concorde Lake 1370,5.0,4,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Concorde Greens 1371,6.4,5,Whitefield,Dec 2026,Clear,ORR Access
Puravankara Lake 1372,4.9,4,HSR Layout,Ready,Clear,ORR Access
Adarsh Heights 1373,5.9,5,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Brigade Park 1374,2.1,3,Marathahalli,Ready,Clear,ORR Access
Concorde Greens 1375,1.7,2,Yelahanka,Dec 2026,Clear,Bus Stop 500m
Prestige Towers 1376,5.1,4,Bellandur,Jun 2027,Clear,Highway Access
Shobha Lake 1377,1.6,3,Koramangala,Jun 2027,Clear,Highway Access
Adarsh Villas 1378,1.9,2,Bellandur,Dec 2026,Clear,Highway Access
Puravankara Lake 1379,1.7,2,Electronic City,Jun 2027,Clear,ORR Access
Sobha Greens 1380,2.3,3,Whitefield,Jun 2027,Clear,Metro 1km
Shobha Heights 1381,3.7,5,Sarjapur Road,Mar 2027,Clear,Metro 1km
Shobha Towers 1382,5.8,4,Koramangala,Dec 2026,Clear,Metro 2km
Adarsh Courtyard 1383,3.8,4,Electronic City,Dec 2026,Clear,ORR Access
Brigade Towers 1384,3.2,5,Whitefield,Mar 2027,Clear,Metro 2km
Salarpuria City 1385,2.5,2,Koramangala,Sep 2026,Clear,Bus Stop 500m
Sobha Heights 1386,1.8,2,Yelahanka,Mar 2027,Clear,Highway Access
Prestige Towers 1387,3.9,3,HSR Layout,Sep 2026,Clear,Metro 2km
Shobha Towers 1388,3.8,2,HSR Layout,Mar 2027,Clear,Highway Access
DNR Enclave 1389,3.1,2,Kadubeesanahalli,Dec 2026,Clear,ORR Access
Puravankara City 1390,6.1,5,Marathahalli,Sep 2026,Clear,Metro 1km
Salarpuria Enclave 1391,4.9,5,Kadubeesanahalli,Mar 2027,Clear,Metro 1km
Shobha City 1392,2.5,4,Yelahanka,Jun 2027,Clear,ORR Access
Sobha Villas 1393,7.0,4,Koramangala,Ready,Clear,Metro 1km
Prestige Courtyard 1394,4.5,2,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
Concorde Courtyard 1395,4.4,5,Indiranagar,Sep 2026,Clear,Metro 2km
Puravankara City 1396,4.1,4,Marathahalli,Ready,Clear,Bus Stop 500m
Salarpuria Courtyard 1397,6.8,5,Indiranagar,Dec 2026,Clear,Bus Stop 500m
Adarsh Woods 1398,2.5,3,Yelahanka,Jun 2027,Clear,ORR Access
Sobha City 1399,6.4,4,Marathahalli,Ready,Clear,Bus Stop 500m
Puravankara Enclave 1400,3.0,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Adarsh Woods 1401,4.3,2,Whitefield,Jun 2027,Clear,Metro 2km
Sobha Courtyard 1402,4.0,3,Whitefield,Dec 2026,Clear,Metro 2km
Godrej Park 1403,4.1,5,Marathahalli,Jun 2027,Clear,ORR Access
DNR Towers 1404,2.5,2,Kadubeesanahalli,Dec 2026,Clear,Metro 3km
Adarsh Heights 1405,5.0,5,Whitefield,Dec 2026,Clear,Bus Stop 500m
Godrej Villas 1406,4.6,3,Koramangala,Sep 2026,Clear,Highway Access
Godrej Courtyard 1407,5.9,4,Whitefield,Dec 2026,Clear,Bus Stop 500m
DNR Lake 1408,3.0,4,HSR Layout,Jun 2027,Clear,Highway Access
Sobha Villas 1409,4.7,2,Whitefield,Sep 2026,Clear,ORR Access
Puravankara Woods 1410,5.4,5,Koramangala,Jun 2027,Clear,ORR Access
Adarsh Park 1411,2.8,2,Whitefield,Dec 2026,Clear,Metro 2km
DNR Lake 1412,1.2,2,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Shobha Towers 1413,2.2,3,Electronic City,Dec 2026,Clear,Highway Access
Salarpuria Towers 1414,6.6,5,Whitefield,Jun 2027,Clear,Highway Access
Concorde Greens 1415,4.7,3,Indiranagar,Jun 2027,Clear,Highway Access
Brigade Courtyard 1416,2.4,2,Marathahalli,Ready,Clear,Metro 2km
Sobha City 1417,2.3,4,Electronic City,Sep 2026,Disputed,Metro 3km
Sobha Courtyard 1418,6.3,5,Koramangala,Dec 2026,Clear,Metro 2km
Adarsh Villas 1419,6.4,5,Koramangala,Sep 2026,Clear,Bus Stop 500m
Shobha Woods 1420,3.8,4,Marathahalli,Mar 2027,Clear,Metro 3km
Puravankara Villas 1421,3.7,2,HSR Layout,Jun 2027,Clear,ORR Access
Shobha Lake 1422,3.7,3,Bellandur,Mar 2027,Clear,Metro 1km
Prestige City 1423,2.5,4,Yelahanka,Jun 2027,Clear,ORR Access
DNR Towers 1424,3.2,4,Koramangala,Dec 2026,Clear,Metro 1km
Prestige Courtyard 1425,5.3,4,Indiranagar,Mar 2027,Clear,ORR Access
Salarpuria Villas 1426,4.8,4,Yelahanka,Dec 2026,Clear,Highway Access
Prestige Woods 1427,3.1,3,Electronic City,Dec 2026,Clear,Bus Stop 500m
Sobha Greens 1428,5.8,5,HSR Layout,Sep 2026,Clear,Bus Stop 500m
DNR Lake 1429,4.0,5,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
DNR Enclave 1430,3.5,3,Kadubeesanahalli,Ready,Clear,Bus Stop 500m
Prestige Park 1431,3.0,2,Sarjapur Road,Jun 2027,Clear,Metro 1km
Salarpuria Enclave 1432,3.6,5,Electronic City,Ready,Clear,Metro 2km
Concorde Enclave 1433,2.6,2,Electronic City,Sep 2026,Clear,Bus Stop 500m
DNR Enclave 1434,4.7,2,Koramangala,Dec 2026,Pending,Bus Stop 500m
Concorde City 1435,3.5,4,Yelahanka,Dec 2026,Clear,Metro 1km
Puravankara Towers 1436,4.4,5,Electronic City,Mar 2027,Clear,Bus Stop 500m
DNR Park 1437,4.2,3,Marathahalli,Dec 2026,Clear,ORR Access
Salarpuria Courtyard 1438,4.4,5,HSR Layout,Sep 2026,Clear,Metro 3km
Godrej Park 1439,6.6,5,Whitefield,Dec 2026,Clear,Bus Stop 500m
Adarsh Woods 1440,4.5,5,HSR Layout,Mar 2027,Clear,Metro 3km
Adarsh Villas 1441,4.9,5,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Salarpuria Lake 1442,5.1,4,Whitefield,Dec 2026,Clear,Metro 3km
Prestige Heights 1443,3.9,3,Koramangala,Sep 2026,Clear,Bus Stop 500m
Salarpuria Enclave 1444,2.6,3,Bellandur,Sep 2026,Clear,Highway Access
Adarsh Woods 1445,2.3,3,Indiranagar,Jun 2027,Clear,ORR Access
Godrej Woods 1446,4.6,5,Electronic City,Ready,Clear,Bus Stop 500m
Brigade Courtyard 1447,2.7,4,Electronic City,Mar 2027,Clear,Metro 1km
Godrej Villas 1448,6.6,4,Marathahalli,Ready,Clear,Metro 1km
DNR City 1449,4.4,5,Yelahanka,Sep 2026,Clear,Metro 1km
Brigade Courtyard 1450,2.3,2,Marathahalli,Jun 2027,Clear,Metro 1km
Brigade Heights 1451,3.7,5,Yelahanka,Ready,Clear,Metro 3km
Puravankara Woods 1452,2.5,4,Electronic City,Mar 2027,Clear,Metro 2km
Prestige Enclave 1453,4.5,5,Yelahanka,Sep 2026,Clear,ORR Access
Salarpuria Greens 1454,5.1,5,Bellandur,Mar 2027,Clear,Highway Access
Adarsh Villas 1455,1.7,2,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Sobha Courtyard 1456,3.1,4,Indiranagar,Ready,Clear,Metro 3km
Prestige Greens 1457,3.5,5,Koramangala,Ready,Clear,Metro 1km
Salarpuria Villas 1458,3.1,5,Marathahalli,Mar 2027,Clear,Metro 3km
Prestige Greens 1459,4.0,4,Indiranagar,Jun 2027,Clear,Metro 2km
DNR Enclave 1460,5.9,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Adarsh Courtyard 1461,3.5,2,Whitefield,Sep 2026,Clear,ORR Access
Puravankara Courtyard 1462,5.1,5,Bellandur,Dec 2026,Clear,ORR Access
Sobha Lake 1463,2.0,2,Yelahanka,Ready,Pending,Highway Access
Adarsh Lake 1464,4.3,3,Whitefield,Dec 2026,Clear,Bus Stop 500m
Concorde Villas 1465,2.7,2,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
DNR Villas 1466,2.0,4,Yelahanka,Mar 2027,Clear,Highway Access
Godrej Lake 1467,4.7,4,Bellandur,Mar 2027,Pending,Highway Access
Brigade Villas 1468,2.5,3,Electronic City,Sep 2026,Clear,Metro 1km
Adarsh Villas 1469,4.9,3,Koramangala,Jun 2027,Clear,Metro 3km
Sobha Lake 1470,6.5,5,Bellandur,Dec 2026,Clear,Metro 2km
Concorde Lake 1471,6.2,4,Bellandur,Ready,Clear,Highway Access
Shobha Courtyard 1472,4.6,4,Kadubeesanahalli,Mar 2027,Clear,Highway Access
Puravankara City 1473,2.6,3,Whitefield,Ready,Clear,Metro 1km
DNR Towers 1474,4.9,5,Indiranagar,Mar 2027,Pending,Bus Stop 500m
Sobha Villas 1475,1.1,3,Sarjapur Road,Sep 2026,Clear,ORR Access
Prestige Enclave 1476,6.5,4,HSR Layout,Mar 2027,Clear,Metro 2km
Concorde Greens 1477,3.8,5,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
Brigade Greens 1478,4.6,2,Koramangala,Mar 2027,Clear,ORR Access
Puravankara Woods 1479,2.1,2,Sarjapur Road,Sep 2026,Clear,Metro 3km
Godrej City 1480,4.7,4,HSR Layout,Ready,Clear,ORR Access
Brigade Villas 1481,1.5,3,Electronic City,Dec 2026,Clear,ORR Access
Adarsh Courtyard 1482,5.3,4,Bellandur,Jun 2027,Clear,Metro 3km
Concorde City 1483,4.1,4,Marathahalli,Mar 2027,Disputed,Metro 3km
Concorde Enclave 1484,4.7,3,Koramangala,Sep 2026,Pending,Bus Stop 500m
Godrej Villas 1485,4.5,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Concorde Lake 1486,1.7,3,Indiranagar,Jun 2027,Clear,Metro 2km
Sobha Heights 1487,3.3,2,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
Prestige Heights 1488,5.0,4,Bellandur,Ready,Clear,Highway Access
Godrej Enclave 1489,6.2,5,Indiranagar,Ready,Clear,Metro 1km
Puravankara Lake 1490,3.3,3,HSR Layout,Jun 2027,Clear,Metro 2km
Shobha Villas 1491,3.1,2,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Salarpuria Heights 1492,4.9,5,Indiranagar,Sep 2026,Clear,ORR Access
Sobha Enclave 1493,3.2,2,Sarjapur Road,Ready,Clear,Highway Access
Puravankara Woods 1494,6.8,4,Marathahalli,Jun 2027,Clear,Metro 2km
Shobha Greens 1495,3.0,2,Marathahalli,Jun 2027,Clear,ORR Access
Prestige Greens 1496,1.7,2,Marathahalli,Dec 2026,Clear,Highway Access
Adarsh Courtyard 1497,2.8,3,Bellandur,Dec 2026,Clear,Bus Stop 500m
Brigade Park 1498,3.9,5,Electronic City,Mar 2027,Clear,ORR Access
Godrej Lake 1499,3.4,4,Koramangala,Sep 2026,Clear,Bus Stop 500m
Adarsh Towers 1500,2.0,2,Yelahanka,Sep 2026,Clear,Bus Stop 500m
Concorde Enclave 1501,4.9,2,Marathahalli,Ready,Clear,Metro 1km
Shobha Heights 1502,3.8,4,Yelahanka,Dec 2026,Clear,Bus Stop 500m
Puravankara Heights 1503,3.3,2,Koramangala,Ready,Clear,Metro 2km
Godrej Courtyard 1504,6.2,4,Marathahalli,Dec 2026,Clear,ORR Access
Brigade Woods 1505,3.6,3,Koramangala,Jun 2027,Clear,ORR Access
Adarsh Park 1506,2.9,3,HSR Layout,Mar 2027,Clear,Highway Access
Shobha Lake 1507,3.7,3,Marathahalli,Dec 2026,Clear,Metro 3km
Sobha Courtyard 1508,4.7,3,Koramangala,Mar 2027,Clear,Metro 1km
Sobha Park 1509,4.7,3,Koramangala,Sep 2026,Clear,Bus Stop 500m
Adarsh Heights 1510,3.2,5,Bellandur,Mar 2027,Pending,Highway Access
Adarsh City 1511,4.5,4,Electronic City,Dec 2026,Disputed,Metro 3km
Salarpuria Heights 1512,4.8,3,Whitefield,Mar 2027,Clear,Metro 2km
Godrej Enclave 1513,4.1,5,Electronic City,Sep 2026,Clear,Highway Access
Salarpuria City 1514,2.7,2,Sarjapur Road,Mar 2027,Clear,Highway Access
Shobha Lake 1515,5.5,5,Marathahalli,Jun 2027,Clear,Bus Stop 500m
Godrej Woods 1516,4.6,3,Kadubeesanahalli,Dec 2026,Clear,Highway Access
Concorde Towers 1517,3.4,4,Bellandur,Mar 2027,Clear,ORR Access
Godrej Lake 1518,4.8,2,Koramangala,Dec 2026,Clear,Highway Access
Sobha City 1519,2.6,3,Sarjapur Road,Mar 2027,Clear,Metro 2km
DNR Enclave 1520,2.0,3,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
DNR Villas 1521,3.5,2,Sarjapur Road,Ready,Clear,Metro 1km
Shobha Towers 1522,5.4,5,HSR Layout,Sep 2026,Clear,Metro 2km
DNR Enclave 1523,4.0,4,Electronic City,Dec 2026,Pending,Metro 3km
DNR Heights 1524,3.5,2,Koramangala,Mar 2027,Clear,Metro 3km
Prestige Lake 1525,2.4,3,Yelahanka,Jun 2027,Clear,ORR Access
Adarsh Heights 1526,5.0,5,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Godrej Lake 1527,3.4,2,Whitefield,Dec 2026,Clear,Metro 2km
Adarsh Lake 1528,2.6,3,Koramangala,Ready,Clear,Metro 1km
Godrej Villas 1529,2.8,3,Marathahalli,Dec 2026,Clear,Metro 1km
Concorde Enclave 1530,3.0,2,Indiranagar,Dec 2026,Clear,Highway Access
Concorde Greens 1531,3.4,2,Indiranagar,Sep 2026,Disputed,Metro 2km
Sobha Enclave 1532,2.0,2,Marathahalli,Dec 2026,Clear,Metro 3km
Sobha City 1533,3.4,3,Koramangala,Jun 2027,Clear,ORR Access
Sobha City 1534,4.8,3,Indiranagar,Dec 2026,Clear,Metro 1km
Prestige Courtyard 1535,4.2,3,Koramangala,Mar 2027,Clear,Metro 1km
Godrej Park 1536,3.3,3,Electronic City,Ready,Clear,Highway Access
Salarpuria Towers 1537,3.8,3,Indiranagar,Dec 2026,Clear,Metro 1km
DNR Villas 1538,6.0,4,Bellandur,Dec 2026,Clear,ORR Access
Concorde Villas 1539,4.5,2,Kadubeesanahalli,Ready,Clear,Metro 3km
Shobha Heights 1540,3.9,4,Indiranagar,Ready,Clear,Metro 2km
Prestige Lake 1541,3.1,5,Bellandur,Jun 2027,Clear,Highway Access
DNR Park 1542,2.6,2,Electronic City,Jun 2027,Clear,Highway Access
Puravankara Courtyard 1543,1.9,2,Yelahanka,Ready,Clear,Highway Access
Puravankara Lake 1544,1.5,2,Sarjapur Road,Sep 2026,Clear,ORR Access
DNR Villas 1545,1.1,2,Sarjapur Road,Dec 2026,Clear,Highway Access
Brigade City 1546,1.8,2,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
Shobha Courtyard 1547,4.1,4,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Adarsh Lake 1548,2.1,3,Whitefield,Ready,Clear,Metro 3km
Brigade Towers 1549,4.9,4,Whitefield,Dec 2026,Clear,Highway Access
Puravankara Heights 1550,2.8,4,Yelahanka,Dec 2026,Clear,Metro 1km
DNR Towers 1551,5.0,3,HSR Layout,Ready,Clear,Highway Access
DNR Lake 1552,4.5,2,Indiranagar,Dec 2026,Clear,Bus Stop 500m
Prestige Lake 1553,1.1,3,Yelahanka,Mar 2027,Clear,Metro 1km
Brigade Towers 1554,4.5,2,Whitefield,Ready,Clear,Metro 2km
Adarsh Villas 1555,4.7,5,Sarjapur Road,Ready,Clear,Highway Access
Puravankara Lake 1556,2.1,3,Indiranagar,Mar 2027,Clear,Metro 2km
DNR Woods 1557,3.0,2,Sarjapur Road,Jun 2027,Clear,Highway Access
Adarsh Towers 1558,4.6,5,Bellandur,Jun 2027,Pending,Bus Stop 500m
Puravankara Lake 1559,3.2,3,Koramangala,Ready,Clear,ORR Access
Brigade Villas 1560,2.1,3,Bellandur,Ready,Clear,Metro 1km
Prestige Park 1561,3.6,4,Whitefield,Jun 2027,Clear,Metro 3km
Sobha Greens 1562,3.6,4,Sarjapur Road,Mar 2027,Clear,Highway Access
Sobha Greens 1563,2.5,3,Kadubeesanahalli,Mar 2027,Clear,Metro 3km
Adarsh Woods 1564,3.2,5,Marathahalli,Mar 2027,Clear,Highway Access
DNR Villas 1565,2.6,5,Sarjapur Road,Jun 2027,Clear,Metro 1km
Godrej Courtyard 1566,4.5,3,Bellandur,Mar 2027,Clear,ORR Access
Puravankara Park 1567,2.6,3,Electronic City,Mar 2027,Clear,Metro 2km
Salarpuria Woods 1568,4.7,2,Koramangala,Dec 2026,Clear,Metro 3km
Shobha Enclave 1569,2.6,2,Koramangala,Jun 2027,Clear,Metro 2km
Salarpuria Park 1570,3.3,4,Electronic City,Mar 2027,Clear,Highway Access
Prestige Towers 1571,5.0,3,Whitefield,Jun 2027,Clear,Highway Access
Shobha Towers 1572,4.1,2,Kadubeesanahalli,Sep 2026,Clear,Bus Stop 500m
Concorde Heights 1573,3.3,3,Whitefield,Dec 2026,Clear,ORR Access
DNR Woods 1574,1.5,3,Marathahalli,Sep 2026,Clear,Bus Stop 500m
Puravankara Villas 1575,4.1,5,Indiranagar,Ready,Clear,Metro 3km
Shobha Villas 1576,4.7,5,Whitefield,Sep 2026,Clear,Metro 2km
Salarpuria City 1577,3.4,4,Yelahanka,Dec 2026,Clear,Metro 1km
Brigade Greens 1578,3.9,2,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Sobha Heights 1579,1.6,2,Electronic City,Dec 2026,Clear,Metro 2km
DNR Lake 1580,2.5,2,Sarjapur Road,Mar 2027,Clear,Metro 3km
Concorde City 1581,5.9,5,Whitefield,Ready,Clear,Metro 1km
Sobha City 1582,4.6,5,Sarjapur Road,Mar 2027,Clear,Highway Access
Prestige Towers 1583,4.9,3,Marathahalli,Ready,Clear,Highway Access
Brigade Greens 1584,3.4,4,Kadubeesanahalli,Mar 2027,Clear,Metro 1km
Salarpuria Courtyard 1585,4.5,3,Bellandur,Ready,Clear,Bus Stop 500m
Sobha Lake 1586,4.9,5,HSR Layout,Ready,Clear,Highway Access
Sobha Greens 1587,6.3,4,Kadubeesanahalli,Dec 2026,Clear,ORR Access
DNR City 1588,3.8,4,Sarjapur Road,Mar 2027,Clear,Bus Stop 500m
DNR Towers 1589,3.5,3,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Prestige Park 1590,3.8,4,Sarjapur Road,Jun 2027,Clear,Metro 1km
DNR Park 1591,6.4,4,HSR Layout,Jun 2027,Clear,ORR Access
DNR Park 1592,5.0,5,Indiranagar,Jun 2027,Clear,Metro 1km
Adarsh Towers 1593,3.5,2,Koramangala,Dec 2026,Clear,Metro 2km
Salarpuria Lake 1594,4.1,5,Sarjapur Road,Jun 2027,Clear,Metro 1km
Concorde Towers 1595,1.5,3,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Prestige City 1596,3.8,5,Koramangala,Ready,Disputed,Bus Stop 500m
Concorde Park 1597,3.1,4,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Adarsh Villas 1598,3.2,4,Sarjapur Road,Dec 2026,Clear,Highway Access
Prestige Woods 1599,3.0,2,Whitefield,Ready,Clear,Metro 2km
Shobha Park 1600,4.0,3,Marathahalli,Mar 2027,Clear,Bus Stop 500m
Godrej Park 1601,1.3,2,Yelahanka,Sep 2026,Clear,Highway Access
DNR Villas 1602,6.2,5,Kadubeesanahalli,Jun 2027,Clear,Metro 2km
Concorde Woods 1603,3.3,5,Marathahalli,Mar 2027,Clear,ORR Access
Salarpuria Heights 1604,3.4,4,Whitefield,Mar 2027,Clear,Metro 2km
Concorde Enclave 1605,4.1,5,Sarjapur Road,Jun 2027,Clear,Metro 3km
Godrej Enclave 1606,4.9,2,Whitefield,Ready,Clear,Metro 1km
Sobha Heights 1607,4.0,2,Kadubeesanahalli,Ready,Clear,ORR Access
DNR Villas 1608,6.5,5,Marathahalli,Jun 2027,Clear,Metro 2km
Shobha Woods 1609,1.1,3,Yelahanka,Mar 2027,Disputed,Highway Access
DNR Courtyard 1610,5.6,5,Bellandur,Dec 2026,Clear,Highway Access
Brigade Heights 1611,1.9,2,Sarjapur Road,Ready,Clear,Metro 1km
DNR Lake 1612,3.2,2,Electronic City,Dec 2026,Clear,ORR Access
Sobha Towers 1613,2.0,2,Sarjapur Road,Dec 2026,Clear,Metro 3km
Sobha Towers 1614,3.3,2,Electronic City,Jun 2027,Clear,Metro 3km
Prestige Greens 1615,2.4,3,Indiranagar,Mar 2027,Clear,ORR Access
Sobha Towers 1616,2.8,3,Kadubeesanahalli,Mar 2027,Clear,Highway Access
Sobha Greens 1617,6.1,5,Bellandur,Sep 2026,Clear,Metro 2km
Puravankara City 1618,3.6,5,Sarjapur Road,Ready,Clear,ORR Access
Puravankara Heights 1619,1.4,3,Sarjapur Road,Dec 2026,Clear,Bus Stop 500m
Godrej Lake 1620,6.8,5,HSR Layout,Sep 2026,Clear,Bus Stop 500m
Adarsh Courtyard 1621,1.2,3,Electronic City,Mar 2027,Pending,Metro 2km
Salarpuria Towers 1622,2.4,3,Marathahalli,Ready,Clear,Metro 1km
Brigade City 1623,3.5,5,Yelahanka,Dec 2026,Clear,Metro 2km
Concorde Woods 1624,6.6,5,Whitefield,Sep 2026,Clear,Metro 3km
Brigade Villas 1625,3.7,5,Electronic City,Dec 2026,Pending,Highway Access
Godrej Villas 1626,1.6,3,Electronic City,Jun 2027,Clear,Metro 2km
Concorde Enclave 1627,1.5,2,Whitefield,Sep 2026,Clear,Highway Access
Sobha Lake 1628,4.5,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Shobha Courtyard 1629,2.6,2,Electronic City,Dec 2026,Clear,ORR Access
Shobha Enclave 1630,3.2,5,Indiranagar,Ready,Clear,Metro 3km
Prestige Enclave 1631,3.2,5,Electronic City,Ready,Clear,Metro 1km
Salarpuria Woods 1632,5.9,5,Bellandur,Ready,Clear,ORR Access
Salarpuria Woods 1633,1.0,3,Yelahanka,Jun 2027,Clear,Highway Access
Godrej Woods 1634,1.3,2,Sarjapur Road,Mar 2027,Clear,Metro 3km
DNR Greens 1635,1.6,3,Koramangala,Jun 2027,Clear,Metro 1km
Sobha Courtyard 1636,3.9,4,Electronic City,Dec 2026,Clear,Highway Access
Adarsh Towers 1637,2.7,2,Koramangala,Mar 2027,Clear,Metro 3km
Adarsh Towers 1638,2.0,2,Yelahanka,Sep 2026,Clear,Metro 1km
Salarpuria Heights 1639,2.1,2,Electronic City,Ready,Clear,ORR Access
Prestige Lake 1640,3.0,2,Electronic City,Jun 2027,Clear,Bus Stop 500m
Sobha Heights 1641,5.7,5,Koramangala,Mar 2027,Clear,Metro 2km
Puravankara Greens 1642,2.1,4,Sarjapur Road,Mar 2027,Clear,Metro 2km
Brigade Woods 1643,5.0,4,Koramangala,Jun 2027,Pending,ORR Access
DNR Towers 1644,3.4,3,Bellandur,Sep 2026,Clear,Metro 2km
Puravankara Heights 1645,3.4,2,Electronic City,Dec 2026,Clear,Metro 2km
Sobha Greens 1646,4.8,5,Koramangala,Sep 2026,Clear,Metro 1km
Salarpuria Towers 1647,5.3,4,Whitefield,Sep 2026,Clear,Metro 1km
Salarpuria Villas 1648,3.5,3,HSR Layout,Mar 2027,Clear,Bus Stop 500m
DNR Woods 1649,3.0,3,Whitefield,Sep 2026,Clear,Metro 3km
Concorde Woods 1650,5.5,4,Koramangala,Dec 2026,Clear,ORR Access
Brigade Woods 1651,3.3,5,Sarjapur Road,Dec 2026,Clear,Highway Access
Adarsh Towers 1652,1.5,3,Yelahanka,Mar 2027,Clear,Metro 3km
Puravankara Courtyard 1653,3.9,5,Bellandur,Dec 2026,Clear,Metro 1km
Salarpuria Park 1654,4.2,5,Marathahalli,Ready,Clear,Metro 1km
Salarpuria Courtyard 1655,2.1,2,Sarjapur Road,Jun 2027,Clear,Metro 3km
Brigade Heights 1656,2.0,2,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Salarpuria Villas 1657,4.2,5,Bellandur,Ready,Clear,ORR Access
Adarsh Park 1658,5.0,3,Whitefield,Dec 2026,Clear,Highway Access
Adarsh Heights 1659,1.9,3,Indiranagar,Dec 2026,Clear,Bus Stop 500m
Salarpuria Woods 1660,1.9,2,Indiranagar,Mar 2027,Clear,Metro 2km
Shobha Courtyard 1661,2.7,2,Kadubeesanahalli,Dec 2026,Clear,ORR Access
Concorde Lake 1662,4.5,4,Electronic City,Sep 2026,Clear,Metro 1km
Adarsh Greens 1663,1.8,3,Bellandur,Jun 2027,Pending,ORR Access
Concorde Park 1664,3.7,4,Whitefield,Ready,Clear,Highway Access
Adarsh Villas 1665,4.6,4,Sarjapur Road,Jun 2027,Clear,ORR Access
Brigade Courtyard 1666,4.9,4,Koramangala,Jun 2027,Clear,Metro 1km
Concorde Towers 1667,2.9,2,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
Concorde Park 1668,6.6,4,Indiranagar,Ready,Clear,ORR Access
Puravankara Park 1669,3.1,4,Koramangala,Ready,Clear,Metro 3km
DNR City 1670,2.4,2,Sarjapur Road,Mar 2027,Clear,Bus Stop 500m
Shobha Lake 1671,3.1,3,Yelahanka,Sep 2026,Clear,Metro 2km
Sobha Courtyard 1672,4.3,5,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Brigade Lake 1673,1.8,3,Marathahalli,Mar 2027,Clear,Highway Access
Shobha Greens 1674,2.1,2,Marathahalli,Ready,Clear,Metro 3km
Puravankara Greens 1675,4.8,5,Yelahanka,Ready,Clear,Metro 1km
Sobha Heights 1676,4.2,3,Bellandur,Dec 2026,Clear,Metro 3km
Shobha Towers 1677,2.9,3,HSR Layout,Jun 2027,Clear,Highway Access
Puravankara Villas 1678,3.4,2,HSR Layout,Mar 2027,Clear,ORR Access
Concorde City 1679,2.4,2,Bellandur,Ready,Clear,Metro 3km
Sobha Greens 1680,2.5,5,Sarjapur Road,Ready,Clear,Metro 2km
